"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M",
"0500000US32001","Churchill County, Nevada","9972","254","9286","328","7883","407","686","152","8204","352","870","227","5845","400","77","59","385","147","0","25","686","194","8503","365","61","60","8442","360","7438","409","925","221","7117","403","534","173","1469","274","1375","296","0","25","797","215","578","187","4707","416","55","61","3898","421","754","210","3890","372","6","8","3747","369","137","78","(X)","(X)","93.1","2.0","79.1","3.5","6.9","1.5","82.3","2.6","8.7","2.3","58.6","3.6","0.8","0.6","3.9","1.5","0.0","0.4","6.9","2.0","85.3","2.8","0.6","0.6","84.7","2.8","74.6","3.4","9.3","2.2","71.4","3.6","5.4","1.7","14.7","2.8","(X)","(X)","0.0","2.9","58.0","9.9","42.0","9.9","(X)","(X)","1.2","1.3","82.8","4.5","16.0","4.4","(X)","(X)","0.2","0.2","96.3","2.0","3.5","2.0",
"0500000US32003","Clark County, Nevada","809026","2481","757860","3287","643332","3792","34057","1282","703377","3570","73191","2213","503392","4197","5178","524","17897","1031","158","75","51166","1901","691475","3950","1628","207","689847","3949","623678","4240","84759","2327","585820","4384","54596","2021","117551","2966","112284","2395","309","118","74539","2308","37436","1590","369710","3192","979","168","308696","3418","60035","1919","327032","3433","340","112","306612","3210","20080","1201","(X)","(X)","93.7","0.2","79.5","0.4","4.2","0.2","86.9","0.3","9.0","0.3","62.2","0.4","0.6","0.1","2.2","0.1","0.0","0.1","6.3","0.2","85.5","0.4","0.2","0.1","85.3","0.4","77.1","0.4","10.5","0.3","72.4","0.5","6.7","0.2","14.5","0.4","(X)","(X)","0.3","0.1","66.4","1.3","33.3","1.3","(X)","(X)","0.3","0.1","83.5","0.5","16.2","0.5","(X)","(X)","0.1","0.1","93.8","0.4","6.1","0.3",
"0500000US32005","Douglas County, Nevada","21071","295","19883","359","18112","460","1315","208","17775","433","890","221","14086","503","299","127","2192","408","0","28","1188","225","19097","409","33","16","19064","414","15531","502","1551","254","16741","475","1695","255","1974","298","1695","262","2","2","1186","217","507","135","9292","514","24","16","8168","485","1100","226","10084","562","7","13","9710","552","367","115","(X)","(X)","94.4","1.1","86.0","1.9","6.2","1.0","84.4","1.6","4.2","1.0","66.9","2.3","1.4","0.6","10.4","1.9","0.0","0.2","5.6","1.1","90.6","1.4","0.2","0.1","90.5","1.4","73.7","2.2","7.4","1.2","79.5","1.9","8.0","1.2","9.4","1.4","(X)","(X)","0.1","0.1","70.0","6.5","29.9","6.5","(X)","(X)","0.3","0.2","87.9","2.3","11.8","2.3","(X)","(X)","0.1","0.1","96.3","1.1","3.6","1.1",
"0500000US32007","Elko County, Nevada","18516","395","17340","421","14277","596","1070","243","15639","512","1645","434","11438","603","225","146","481","244","9","13","1176","209","16135","451","33","25","16102","452","14335","496","3076","502","11689","619","1843","261","2381","302","1916","265","6","10","1082","207","828","189","6683","559","13","20","5673","560","997","216","9917","597","14","17","9347","583","556","158","(X)","(X)","93.6","1.1","77.1","2.9","5.8","1.3","84.5","2.0","8.9","2.3","61.8","3.0","1.2","0.8","2.6","1.3","0.0","0.1","6.4","1.1","87.1","1.6","0.2","0.1","87.0","1.6","77.4","2.1","16.6","2.7","63.1","3.2","10.0","1.4","12.9","1.6","(X)","(X)","0.3","0.5","56.5","7.7","43.2","7.5","(X)","(X)","0.2","0.3","84.9","3.3","14.9","3.3","(X)","(X)","0.1","0.2","94.3","1.6","5.6","1.5",
"0500000US32009","Esmeralda County, Nevada","515","124","473","122","414","120","82","32","289","70","55","32","96","36","0","13","75","90","0","13","42","27","321","114","0","13","321","114","176","49","26","16","183","102","108","42","194","60","151","90","0","13","103","89","48","29","253","62","0","13","116","50","137","51","111","42","0","13","102","40","9","9","(X)","(X)","91.8","5.3","80.4","8.5","15.9","6.3","56.1","13.0","10.7","6.2","18.6","6.9","0.0","7.5","14.6","15.3","0.0","7.5","8.2","5.3","62.3","11.7","0.0","7.5","62.3","11.7","34.2","8.6","5.0","3.1","35.5","14.2","21.0","7.9","37.7","11.7","(X)","(X)","0.0","23.0","68.2","26.4","31.8","26.4","(X)","(X)","0.0","14.6","45.8","15.4","54.2","15.4","(X)","(X)","0.0","29.4","91.9","7.6","8.1","7.6",
"0500000US32011","Eureka County, Nevada","661","105","597","101","531","103","56","48","508","101","38","43","445","107","0","13","0","13","0","13","64","54","584","99","0","13","584","99","508","101","211","90","294","83","99","59","77","45","132","64","0","13","64","54","68","40","199","104","0","13","199","104","0","13","330","81","0","13","321","81","9","16","(X)","(X)","90.3","7.8","80.3","10.6","8.5","7.6","76.9","8.9","5.7","6.3","67.3","11.6","0.0","5.9","0.0","5.9","0.0","5.9","9.7","7.8","88.4","6.4","0.0","5.9","88.4","6.4","76.9","8.9","31.9","11.3","44.5","12.5","15.0","8.9","11.6","6.4","(X)","(X)","0.0","25.7","48.5","26.5","51.5","26.5","(X)","(X)","0.0","18.1","100.0","18.1","0.0","18.1","(X)","(X)","0.0","11.4","97.3","5.0","2.7","5.0",
"0500000US32013","Humboldt County, Nevada","6579","244","6034","265","4776","328","323","106","5515","315","850","298","3759","376","54","65","212","117","0","21","545","141","5609","302","0","21","5609","302","4865","359","1821","312","2990","299","713","135","970","199","888","201","0","21","615","169","273","125","2934","289","0","21","2404","274","530","149","2757","284","0","21","2590","287","167","81","(X)","(X)","91.7","2.1","72.6","4.9","4.9","1.7","83.8","3.1","12.9","4.4","57.1","5.3","0.8","1.0","3.2","1.8","0.0","0.6","8.3","2.1","85.3","3.0","0.0","0.6","85.3","3.0","73.9","4.1","27.7","4.4","45.4","4.4","10.8","2.1","14.7","3.0","(X)","(X)","0.0","4.4","69.3","11.8","30.7","11.8","(X)","(X)","0.0","1.4","81.9","4.8","18.1","4.8","(X)","(X)","0.0","1.4","93.9","2.9","6.1","2.9",
"0500000US32015","Lander County, Nevada","2315","201","2153","209","1788","202","63","47","1980","207","253","118","1457","198","12","21","44","51","0","19","162","91","2102","206","14","24","2088","207","1874","205","660","197","1040","222","392","142","213","110","359","145","14","24","272","137","73","48","837","206","0","19","728","198","109","77","1119","206","0","19","1088","194","31","43","(X)","(X)","93.0","3.9","77.2","6.9","2.7","2.0","85.5","5.0","10.9","4.9","62.9","8.6","0.5","0.9","1.9","2.2","0.0","1.7","7.0","3.9","90.8","4.6","0.6","1.0","90.2","5.0","81.0","5.2","28.5","7.9","44.9","8.9","16.9","6.0","9.2","4.6","(X)","(X)","3.9","6.6","75.8","15.5","20.3","14.5","(X)","(X)","0.0","4.7","87.0","8.8","13.0","8.8","(X)","(X)","0.0","3.5","97.2","3.7","2.8","3.7",
"0500000US32017","Lincoln County, Nevada","2003","200","1703","183","1472","201","193","101","1405","165","101","72","1061","150","19","6","45","49","12","23","300","152","1503","207","35","52","1468","219","975","174","161","88","1240","214","75","60","500","177","219","97","0","19","85","71","134","68","1103","215","35","52","761","193","307","154","681","169","0","19","622","161","59","59","(X)","(X)","85.0","7.1","73.5","8.1","9.6","4.9","70.1","7.5","5.0","3.6","53.0","7.4","0.9","0.3","2.2","2.4","0.6","1.1","15.0","7.1","75.0","8.2","1.7","2.6","73.3","8.9","48.7","8.6","8.0","4.4","61.9","8.9","3.7","2.9","25.0","8.2","(X)","(X)","0.0","16.6","38.8","23.1","61.2","23.1","(X)","(X)","3.2","4.7","69.0","13.2","27.8","12.0","(X)","(X)","0.0","5.7","91.3","8.4","8.7","8.4",
"0500000US32019","Lyon County, Nevada","21726","377","20324","455","17035","558","1601","276","17581","525","1999","406","12551","594","210","111","2331","482","19","30","1402","274","19140","503","30","40","19110","503","15895","599","2993","477","13972","581","2710","373","2586","389","2702","455","0","31","1830","421","872","213","10856","707","30","40","9293","706","1533","317","8168","577","0","31","7987","561","181","85","(X)","(X)","93.5","1.3","78.4","2.2","7.4","1.2","80.9","2.0","9.2","1.8","57.8","2.7","1.0","0.5","10.7","2.2","0.1","0.1","6.5","1.3","88.1","1.8","0.1","0.2","88.0","1.8","73.2","2.5","13.8","2.2","64.3","2.4","12.5","1.7","11.9","1.8","(X)","(X)","0.0","1.5","67.7","7.7","32.3","7.7","(X)","(X)","0.3","0.4","85.6","2.9","14.1","2.9","(X)","(X)","0.0","0.5","97.8","1.0","2.2","1.0",
"0500000US32021","Mineral County, Nevada","1938","182","1654","161","1362","177","217","92","1327","166","155","62","894","139","53","44","154","101","0","13","284","101","1433","180","0","13","1433","180","1202","159","237","91","1047","170","178","87","505","140","669","179","0","13","390","143","279","106","878","148","0","13","698","133","180","85","391","110","0","13","345","114","46","36","(X)","(X)","85.3","4.8","70.3","5.8","11.2","4.6","68.5","7.3","8.0","3.2","46.1","7.2","2.7","2.3","7.9","5.4","0.0","2.0","14.7","4.8","73.9","6.6","0.0","2.0","73.9","6.6","62.0","6.5","12.2","4.6","54.0","7.5","9.2","4.4","26.1","6.6","(X)","(X)","0.0","5.8","58.3","12.8","41.7","12.8","(X)","(X)","0.0","4.4","79.5","8.8","20.5","8.8","(X)","(X)","0.0","9.7","88.2","9.9","11.8","9.9",
"0500000US32023","Nye County, Nevada","19253","429","17129","594","13861","657","1530","249","14663","660","2286","482","8326","699","192","128","335","118","0","28","2124","362","14590","660","58","47","14532","652","12559","703","2338","403","9514","671","3819","447","4663","513","3319","487","17","28","1919","370","1383","319","10714","618","26","32","8073","602","2615","417","5220","472","15","24","4540","515","665","234","(X)","(X)","89.0","1.9","72.0","2.9","7.9","1.3","76.2","2.6","11.9","2.5","43.2","3.3","1.0","0.7","1.7","0.6","0.0","0.2","11.0","1.9","75.8","2.7","0.3","0.2","75.5","2.7","65.2","3.0","12.1","2.0","49.4","3.4","19.8","2.3","24.2","2.7","(X)","(X)","0.5","0.8","57.8","7.4","41.7","7.3","(X)","(X)","0.2","0.3","75.4","3.6","24.4","3.6","(X)","(X)","0.3","0.5","87.0","4.6","12.7","4.6",
"0500000US32027","Pershing County, Nevada","2009","183","1758","193","1356","208","135","75","1492","205","159","85","1100","191","49","65","91","57","0","19","251","103","1618","204","4","8","1614","205","1328","202","625","165","727","232","236","121","391","120","346","109","4","8","176","80","166","92","997","168","0","19","807","157","190","94","666","163","0","19","631","171","35","34","(X)","(X)","87.5","5.1","67.5","8.4","6.7","3.8","74.3","6.1","7.9","4.2","54.8","8.0","2.4","3.2","4.5","2.7","0.0","2.0","12.5","5.1","80.5","6.0","0.2","0.4","80.3","6.0","66.1","7.5","31.1","7.8","36.2","10.1","11.7","6.3","19.5","6.0","(X)","(X)","1.2","2.1","50.9","20.0","48.0","19.8","(X)","(X)","0.0","3.9","80.9","8.5","19.1","8.5","(X)","(X)","0.0","5.8","94.7","5.4","5.3","5.4",
"0500000US32029","Storey County, Nevada","1704","171","1612","163","1481","157","101","69","1474","180","90","89","1120","181","0","13","278","124","0","13","92","64","1492","146","29","45","1463","154","1066","177","143","90","958","150","433","121","212","111","172","110","0","13","131","97","41","45","836","154","0","13","675","133","161","94","696","135","29","45","657","133","10","16","(X)","(X)","94.6","3.6","86.9","6.5","5.9","4.0","86.5","6.2","5.3","5.0","65.7","8.7","0.0","2.3","16.3","7.3","0.0","2.3","5.4","3.6","87.6","5.9","1.7","2.6","85.9","6.5","62.6","8.8","8.4","5.2","56.2","8.2","25.4","6.6","12.4","5.9","(X)","(X)","0.0","20.6","76.2","24.9","23.8","24.9","(X)","(X)","0.0","4.7","80.7","10.0","19.3","10.0","(X)","(X)","4.2","6.3","94.4","6.6","1.4","2.4",
"0500000US32031","Washoe County, Nevada","186116","941","175870","1026","154231","1524","9419","631","161045","1216","12491","812","118260","1851","1043","212","13421","1164","61","51","10246","765","162578","1430","349","121","162229","1448","141384","1805","16676","931","139669","1551","15592","948","23538","1240","21143","988","71","44","14108","824","6964","585","79948","1885","201","96","67377","1629","12370","1021","85025","1796","77","46","80744","1858","4204","539","(X)","(X)","94.5","0.4","82.9","0.7","5.1","0.3","86.5","0.5","6.7","0.4","63.5","0.9","0.6","0.1","7.2","0.6","0.0","0.1","5.5","0.4","87.4","0.7","0.2","0.1","87.2","0.7","76.0","0.9","9.0","0.5","75.0","0.7","8.4","0.5","12.6","0.7","(X)","(X)","0.3","0.2","66.7","2.3","32.9","2.3","(X)","(X)","0.3","0.1","84.3","1.2","15.5","1.1","(X)","(X)","0.1","0.1","95.0","0.6","4.9","0.6",
"0500000US32033","White Pine County, Nevada","3749","177","3305","211","2516","271","241","92","2904","209","247","98","2201","237","71","79","96","73","0","19","444","127","2976","243","16","21","2960","246","2617","267","749","198","1736","261","540","179","773","180","638","205","0","19","350","164","288","119","1728","213","16","21","1366","219","346","96","1383","228","0","19","1244","205","139","98","(X)","(X)","88.2","3.4","67.1","6.2","6.4","2.4","77.5","4.2","6.6","2.6","58.7","5.8","1.9","2.1","2.6","1.9","0.0","1.1","11.8","3.4","79.4","4.8","0.4","0.6","79.0","4.9","69.8","5.7","20.0","5.2","46.3","6.4","14.4","4.7","20.6","4.8","(X)","(X)","0.0","6.1","54.9","15.9","45.1","15.9","(X)","(X)","0.9","1.2","79.1","6.0","20.0","5.7","(X)","(X)","0.0","2.8","89.9","6.6","10.1","6.6",
"0500000US32510","Carson City, Nevada","22858","336","21026","416","17972","461","1465","217","18359","565","1867","294","12782","581","269","113","3423","428","0","31","1832","286","19786","469","264","219","19522","461","15610","610","2249","332","16528","561","1553","219","3072","367","2854","381","37","35","1893","312","924","213","11557","477","226","214","9598","546","1733","289","8447","463","1","3","8031","476","415","150","(X)","(X)","92.0","1.2","78.6","1.8","6.4","1.0","80.3","2.0","8.2","1.3","55.9","2.4","1.2","0.5","15.0","1.9","0.0","0.2","8.0","1.2","86.6","1.6","1.2","1.0","85.4","1.7","68.3","2.4","9.8","1.5","72.3","2.1","6.8","1.0","13.4","1.6","(X)","(X)","1.3","1.2","66.3","6.2","32.4","6.1","(X)","(X)","2.0","1.9","83.0","2.8","15.0","2.5","(X)","(X)","0.0","0.1","95.1","1.8","4.9","1.8",
"0500000US33001","Belknap County, New Hampshire","25576","613","23816","676","21002","736","1965","293","20475","746","1266","302","16395","662","289","104","1681","410","7","12","1760","367","22210","726","153","97","22057","722","18766","780","1595","290","19918","809","1139","235","3366","499","2808","403","26","28","1780","335","1002","273","10788","709","125","93","8906","647","1757","376","11980","464","2","4","11371","468","607","209","(X)","(X)","93.1","1.4","82.1","2.2","7.7","1.1","80.1","2.0","4.9","1.2","64.1","2.0","1.1","0.4","6.6","1.6","0.0","0.1","6.9","1.4","86.8","1.9","0.6","0.4","86.2","1.9","73.4","2.4","6.2","1.1","77.9","2.4","4.5","0.9","13.2","1.9","(X)","(X)","0.9","1.0","63.4","8.0","35.7","8.1","(X)","(X)","1.2","0.9","82.6","3.2","16.3","3.2","(X)","(X)","0.0","0.1","94.9","1.7","5.1","1.7",
"0500000US33003","Carroll County, New Hampshire","22235","649","20891","661","18683","595","2087","296","17550","680","1118","263","13693","659","235","139","691","245","0","25","1344","281","19813","696","52","40","19761","697","16049","698","1164","283","17995","731","839","230","2422","412","2677","410","0","25","1915","351","762","232","9830","690","39","33","8466","616","1325","304","9728","712","13","15","9380","734","335","165","(X)","(X)","94.0","1.2","84.0","1.9","9.4","1.3","78.9","1.8","5.0","1.1","61.6","2.5","1.1","0.6","3.1","1.1","0.0","0.1","6.0","1.2","89.1","1.8","0.2","0.2","88.9","1.8","72.2","2.4","5.2","1.3","80.9","2.1","3.8","1.0","10.9","1.8","(X)","(X)","0.0","1.2","71.5","7.4","28.5","7.4","(X)","(X)","0.4","0.3","86.1","2.8","13.5","2.8","(X)","(X)","0.1","0.2","96.4","1.7","3.4","1.7",
"0500000US33005","Cheshire County, New Hampshire","30513","534","27863","588","24592","738","2622","391","23503","584","1407","213","18519","568","302","104","527","173","0","28","2650","355","26289","682","239","106","26050","687","20242","680","2266","311","22555","753","1770","247","4224","475","3809","379","40","33","2422","302","1347","242","13588","777","172","94","11107","845","2309","361","13116","666","27","20","12521","683","568","190","(X)","(X)","91.3","1.1","80.6","1.9","8.6","1.3","77.0","1.4","4.6","0.7","60.7","2.0","1.0","0.3","1.7","0.6","0.0","0.1","8.7","1.1","86.2","1.6","0.8","0.3","85.4","1.6","66.3","1.9","7.4","1.0","73.9","2.0","5.8","0.8","13.8","1.6","(X)","(X)","1.1","0.9","63.6","5.1","35.4","5.0","(X)","(X)","1.3","0.7","81.7","2.9","17.0","2.8","(X)","(X)","0.2","0.2","95.5","1.4","4.3","1.4",
"0500000US33007","Coos County, New Hampshire","13967","381","12310","337","10608","389","1447","180","9640","332","652","142","7892","338","271","108","303","72","17","23","1657","215","11407","392","45","19","11362","391","8221","353","842","166","9560","330","1024","160","2560","248","2236","243","1","3","1313","181","922","150","7605","412","33","18","6184","393","1388","197","4126","272","11","8","3865","273","250","90","(X)","(X)","88.1","1.4","76.0","2.1","10.4","1.3","69.0","1.9","4.7","1.0","56.5","2.2","1.9","0.8","2.2","0.5","0.1","0.2","11.9","1.4","81.7","1.7","0.3","0.1","81.3","1.7","58.9","1.9","6.0","1.2","68.4","1.7","7.3","1.1","18.3","1.7","(X)","(X)","0.0","0.1","58.7","4.9","41.2","4.9","(X)","(X)","0.4","0.2","81.3","2.5","18.3","2.4","(X)","(X)","0.3","0.2","93.7","2.2","6.1","2.2",
"0500000US33009","Grafton County, New Hampshire","35141","758","32045","725","29337","693","3260","347","26311","716","1117","309","21624","792","405","131","703","173","19","31","3096","464","29664","743","184","57","29480","738","22063","761","2626","403","25473","690","1720","225","5477","537","5052","685","31","17","2741","547","2280","495","14500","692","104","41","12177","655","2219","344","15589","691","49","32","14562","675","978","194","(X)","(X)","91.2","1.3","83.5","1.4","9.3","1.0","74.9","1.4","3.2","0.9","61.5","1.9","1.2","0.4","2.0","0.5","0.1","0.1","8.8","1.3","84.4","1.4","0.5","0.2","83.9","1.4","62.8","1.8","7.5","1.1","72.5","1.5","4.9","0.6","15.6","1.4","(X)","(X)","0.6","0.3","54.3","7.8","45.1","7.7","(X)","(X)","0.7","0.3","84.0","2.2","15.3","2.3","(X)","(X)","0.3","0.2","93.4","1.3","6.3","1.2",
"0500000US33011","Hillsborough County, New Hampshire","162843","783","153579","1021","137725","1374","9675","697","137825","1165","8682","837","107335","1480","1601","324","3608","470","8","14","9264","727","147386","1176","644","206","146742","1170","128285","1364","12115","972","131875","1455","4183","454","15457","951","14485","831","80","49","9431","636","4974","484","59928","1396","381","137","51748","1447","7799","798","88430","1475","183","124","85563","1509","2684","374","(X)","(X)","94.3","0.4","84.6","0.7","5.9","0.4","84.6","0.6","5.3","0.5","65.9","0.9","1.0","0.2","2.2","0.3","0.0","0.1","5.7","0.4","90.5","0.6","0.4","0.1","90.1","0.6","78.8","0.8","7.4","0.6","81.0","0.7","2.6","0.3","9.5","0.6","(X)","(X)","0.6","0.3","65.1","2.6","34.3","2.6","(X)","(X)","0.6","0.2","86.4","1.3","13.0","1.3","(X)","(X)","0.2","0.1","96.8","0.4","3.0","0.4",
"0500000US33013","Merrimack County, New Hampshire","59209","577","54996","711","49612","854","4196","332","47741","853","2571","403","39377","872","797","226","2329","361","15","18","4213","432","52165","846","282","91","51883","852","44111","824","3377","394","47274","807","2161","303","7044","674","5967","616","50","38","3793","480","2124","424","22593","855","137","66","18477","779","3979","578","30649","899","95","54","29613","875","941","208","(X)","(X)","92.9","0.7","83.8","1.1","7.1","0.6","80.6","1.1","4.3","0.7","66.5","1.3","1.3","0.4","3.9","0.6","0.0","0.1","7.1","0.7","88.1","1.1","0.5","0.2","87.6","1.1","74.5","1.3","5.7","0.7","79.8","1.2","3.6","0.5","11.9","1.1","(X)","(X)","0.8","0.6","63.6","5.5","35.6","5.6","(X)","(X)","0.6","0.3","81.8","2.4","17.6","2.3","(X)","(X)","0.3","0.2","96.6","0.7","3.1","0.7",
"0500000US33015","Rockingham County, New Hampshire","122520","793","116953","868","107905","1062","7248","594","105024","957","4246","709","88312","1348","1148","206","2834","477","27","31","5567","508","113332","941","265","98","113067","943","101463","1049","8014","746","103734","1094","2589","477","9188","796","9130","905","29","27","6230","662","2871","508","38851","1161","134","66","34338","1137","4379","463","74539","1255","102","73","72499","1293","1938","315","(X)","(X)","95.5","0.4","88.1","0.8","5.9","0.5","85.7","0.6","3.5","0.6","72.1","1.1","0.9","0.2","2.3","0.4","0.0","0.1","4.5","0.4","92.5","0.6","0.2","0.1","92.3","0.6","82.8","0.8","6.5","0.6","84.7","0.8","2.1","0.4","7.5","0.6","(X)","(X)","0.3","0.3","68.2","4.1","31.4","4.1","(X)","(X)","0.3","0.2","88.4","1.2","11.3","1.2","(X)","(X)","0.1","0.1","97.3","0.4","2.6","0.4",
"0500000US33017","Strafford County, New Hampshire","49831","598","46768","669","42370","873","2801","357","41250","803","2509","458","32877","814","491","155","1583","304","54","48","3063","412","43958","790","76","49","43882","793","39095","910","3148","440","39792","865","1812","336","5873","635","5283","576","0","28","3039","416","2244","407","20313","1055","76","49","17343","1013","2894","454","24235","861","0","28","23500","853","735","190","(X)","(X)","93.9","0.8","85.0","1.4","5.6","0.7","82.8","1.1","5.0","0.9","66.0","1.6","1.0","0.3","3.2","0.6","0.1","0.1","6.1","0.8","88.2","1.3","0.2","0.1","88.1","1.3","78.5","1.5","6.3","0.9","79.9","1.6","3.6","0.7","11.8","1.3","(X)","(X)","0.0","0.6","57.5","5.6","42.5","5.6","(X)","(X)","0.4","0.2","85.4","2.2","14.2","2.1","(X)","(X)","0.0","0.1","97.0","0.8","3.0","0.8",
"0500000US33019","Sullivan County, New Hampshire","17281","450","15779","472","13812","522","1296","201","13392","538","1301","326","9463","508","183","86","230","78","4","6","1502","305","14627","536","82","46","14545","542","9468","559","1570","357","12449","612","674","139","2654","339","2189","343","17","23","1279","260","893","249","7602","571","35","29","6299","576","1268","205","7490","508","30","28","6967","478","493","195","(X)","(X)","91.3","1.7","79.9","2.4","7.5","1.2","77.5","2.3","7.5","1.9","54.8","2.7","1.1","0.5","1.3","0.4","0.0","0.1","8.7","1.7","84.6","2.0","0.5","0.3","84.2","2.0","54.8","3.0","9.1","2.0","72.0","2.9","3.9","0.8","15.4","2.0","(X)","(X)","0.8","1.1","58.4","8.7","40.8","8.6","(X)","(X)","0.5","0.4","82.9","2.8","16.7","2.8","(X)","(X)","0.4","0.4","93.0","2.5","6.6","2.5",
"0500000US34001","Atlantic County, New Jersey","101103","912","93244","981","79064","1178","5488","497","83804","1195","8039","814","62563","1004","1408","289","2508","404","0","30","7859","596","86754","1175","395","141","86359","1175","73157","1222","9020","676","75542","1211","3830","524","14349","956","15436","933","77","76","9464","772","5895","678","41738","1558","191","104","34944","1462","6603","571","43929","1310","127","72","41951","1254","1851","344","(X)","(X)","92.2","0.6","78.2","1.0","5.4","0.5","82.9","0.9","8.0","0.8","61.9","1.0","1.4","0.3","2.5","0.4","0.0","0.1","7.8","0.6","85.8","0.9","0.4","0.1","85.4","0.9","72.4","1.0","8.9","0.7","74.7","1.0","3.8","0.5","14.2","0.9","(X)","(X)","0.5","0.5","61.3","3.6","38.2","3.6","(X)","(X)","0.5","0.2","83.7","1.3","15.8","1.3","(X)","(X)","0.3","0.2","95.5","0.8","4.2","0.8",
"0500000US34003","Bergen County, New Jersey","342059","1334","321844","1579","294869","1860","14799","957","297338","1931","13155","831","238104","2476","3070","442","6823","582","5","7","20215","1148","312792","1678","691","207","312101","1659","281373","2215","24731","1085","284289","1871","11159","1043","29267","1298","29533","1272","104","60","19781","1044","9648","719","95914","2407","300","91","81953","2348","13661","966","216612","2534","287","138","210367","2475","5958","559","(X)","(X)","94.1","0.3","86.2","0.4","4.3","0.3","86.9","0.4","3.8","0.2","69.6","0.7","0.9","0.1","2.0","0.2","0.0","0.1","5.9","0.3","91.4","0.4","0.2","0.1","91.2","0.4","82.3","0.5","7.2","0.3","83.1","0.4","3.3","0.3","8.6","0.4","(X)","(X)","0.4","0.2","67.0","2.0","32.7","2.0","(X)","(X)","0.3","0.1","85.4","1.0","14.2","1.0","(X)","(X)","0.1","0.1","97.1","0.3","2.8","0.3",
"0500000US34005","Burlington County, New Jersey","168195","1270","158603","1372","143958","1689","8678","583","144230","1416","7517","562","116097","1587","1390","323","7157","702","10","15","9592","719","153138","1439","415","103","152723","1426","137937","1496","13954","867","136340","1697","5889","598","15057","775","12456","843","58","40","8713","737","3685","464","56418","1418","232","71","47946","1319","8240","678","99321","1564","125","61","96064","1557","3132","393","(X)","(X)","94.3","0.4","85.6","0.7","5.2","0.3","85.8","0.6","4.5","0.3","69.0","0.9","0.8","0.2","4.3","0.4","0.0","0.1","5.7","0.4","91.0","0.5","0.2","0.1","90.8","0.5","82.0","0.7","8.3","0.5","81.1","0.7","3.5","0.4","9.0","0.5","(X)","(X)","0.5","0.3","70.0","3.3","29.6","3.3","(X)","(X)","0.4","0.1","85.0","1.1","14.6","1.1","(X)","(X)","0.1","0.1","96.7","0.4","3.2","0.4",
